-0.056958724	0.022591487	0.053050764	-0.016276147	-0.03507315	0.054244474	-0.009194562	-0.009742892	-0.10598768	0.054463282	0.01913431	0.044390477	0.053584207	-0.078899845	-0.03353826	0.043195985
-0.07394417	0.0060229916	0.066464804	-0.075537294	0.06219084	0.01972608	0.0067988266	0.018208109	-0.09004518	0.01967267	-0.00392153	-0.0043619294	0.060355056	-0.08752295	-0.040731877	0.011112744
0.02748972	0.021386879	0.021633416	-0.07624573	0.038731188	0.033872955	0.01132341	-0.028370595	-0.09054905	0.044130106	0.03485999	-0.056502994	0.09169412	-0.04607147	-0.05517091	0.052185055
-0.061747152	0.04253731	0.007589153	-0.0073286425	-0.024197748	0.06565853	0.028066847	0.008290789	-0.018889027	-0.055909555	0.037051875	-0.02102852	0.12693696	-0.050754357	-0.08203236	0.06478491
-0.034121413	0.0128893	0.0002560218	-0.050511353	-0.028030794	0.05103226	0.031726465	-0.06623265	-0.06988791	0.009437305	0.008762669	0.022981497	0.028273117	-0.03592963	-0.079299055	0.064724356
-0.06287466	0.059787065	0.027878262	0.029052056	0.00428678	0.058484055	-0.0414322	0.049491365	-0.075968534	0.034484643	-0.06564061	-0.032037694	0.05916166	-0.06418753	-0.033971228	0.08606534
-0.07844215	0.067039095	0.0096525615	-0.072181575	0.059393298	0.054480784	-0.015673073	-0.017853789	-0.009151731	0.07110474	-0.0005921382	-0.0092301695	0.07243854	-0.12641266	-0.09975481	0.08221798
-0.055642687	-0.011102695	0.051500946	0.013796543	0.027058376	0.010997709	-0.035547405	0.037245885	-0.10087508	-0.0047989	-0.05147763	0.026932416	0.07504218	-0.08126164	-0.067562215	0.015900377
-0.071471944	-0.024103953	0.06856117	-0.063998535	0.040534887	0.06725595	-0.0026024822	-0.03531705	-0.14357308	-0.048032735	0.020313516	0.011989614	0.024057934	-0.047372464	-0.03709025	0.017825207
-0.09136367	-0.026509233	0.0090203	-0.096529245	0.058102787	0.010411178	-0.047103807	0.022528028	-0.05707869	0.011179305	0.083530486	0.039784953	0.06773004	-0.01591736	0.011513798	0.104618415
-0.017842803	0.0055126003	0.02146804	-0.011588581	0.06022259	0.0048992652	-0.02191522	-0.022163933	-0.036414783	0.017444061	0.032248043	0.03229079	0.10252948	-0.10284333	-0.038135253	0.07072968
-0.07192043	0.046830624	0.03124034	0.049917124	0.04835505	0.11842688	0.06461102	-0.031709053	-0.0058665113	0.05222752	0.017293321	0.018768298	0.079515584	-0.034861166	-0.020646092	0.031967137
0.022502193	0.053771522	-0.0071113855	-0.034181513	0.016983327	0.01649425	-0.0036954458	-0.0074171606	-0.098716505	-0.009823844	0.013595219	-0.06754636	0.02737962	-0.021469297	-0.06431676	-0.0059597082
-0.001051288	0.037190303	0.0800215	0.07539413	0.040722452	-0.063581534	-0.05112388	-0.13295653	-0.011930711	0.010289861	0.03239555	0.021951605	0.042550925	-0.1051244	-0.02865344	-0.07706407
0.003319556	0.0028551016	0.026346426	-0.07083096	-0.027958935	0.08407861	0.14164513	0.05553223	-0.08302988	-0.015379119	0.0055121835	0.010485784	0.12004181	-0.070959285	0.0012980971	0.025833832
0.013341598	0.02621845	-0.031151637	0.025039868	-0.019792879	-0.02554179	0.018263567	0.013699738	-0.08023861	-0.048773263	0.04794777	-0.02465973	0.0739348	-0.09346288	-0.04784067	0.0698534
0.030224733	0.06902898	0.03467858	-0.0044571506	0.098577395	-0.009210036	0.047129445	0.04191133	-0.0061774086	-0.034814633	-0.00051133276	0.044132054	0.1820374	-0.018233541	-0.12765901	-0.00019056526
